fips,county,date,report_median,group
26037,Clinton,2020-05-06,8,5%
26039,Crawford,2020-05-06,0,5%
26041,Delta,2020-05-06,0,5%
26043,Dickinson,2020-05-06,0,5%
26045,Eaton,2020-05-06,10,5%
26047,Emmet,2020-05-06,0,5%
26049,Genesee,2020-05-06,9,5%
26051,Gladwin,2020-05-06,0,5%
26053,Gogebic,2020-05-06,0,5%
26055,Grand Traverse,2020-05-06,0,5%
26057,Gratiot,2020-05-06,2,5%
26059,Hillsdale,2020-05-06,0,5%
26061,Houghton,2020-05-06,0,5%
26063,Huron,2020-05-06,0,5%
26065,Ingham,2020-05-06,244,5%
26067,Ionia,2020-05-06,7,5%
26069,Iosco,2020-05-06,0,5%
26071,Iron,2020-05-06,0,5%
26073,Isabella,2020-05-06,2,5%
26075,Jackson,2020-05-06,7,5%
26077,Kalamazoo,2020-05-06,1,5%
26079,Kalkaska,2020-05-06,0,5%
26081,Kent,2020-05-06,634,5%
26083,Keweenaw,2020-05-06,0,5%
26085,Lake,2020-05-06,0,5%
26087,Lapeer,2020-05-06,3,5%
26089,Leelanau,2020-05-06,0,5%
26091,Lenawee,2020-05-06,5,5%
26093,Livingston,2020-05-06,21,5%
26095,Luce,2020-05-06,0,5%
26097,Mackinac,2020-05-06,0,5%
26099,Macomb,2020-05-06,76,5%
26101,Manistee,2020-05-06,0,5%
26103,Marquette,2020-05-06,0,5%
26105,Mason,2020-05-06,0,5%
26107,Mecosta,2020-05-06,2,5%
26109,Menominee,2020-05-06,0,5%
26111,Midland,2020-05-06,0,5%
26113,Missaukee,2020-05-06,0,5%
26115,Monroe,2020-05-06,9,5%
26117,Montcalm,2020-05-06,125,5%
26119,Montmorency,2020-05-06,0,5%
26121,Muskegon,2020-05-06,2,5%
26123,Newaygo,2020-05-06,1,5%
26125,Oakland,2020-05-06,965,5%
26127,Oceana,2020-05-06,0,5%
26129,Ogemaw,2020-05-06,0,5%
26131,Ontonagon,2020-05-06,0,5%
26133,Osceola,2020-05-06,0,5%
26135,Oscoda,2020-05-06,0,5%
26137,Otsego,2020-05-06,0,5%
26139,Ottawa,2020-05-06,22,5%
26141,Presque Isle,2020-05-06,0,5%
26143,Roscommon,2020-05-06,0,5%
26145,Saginaw,2020-05-06,0,5%
26147,St. Clair,2020-05-06,210,5%
26149,St. Joseph,2020-05-06,0,5%
26151,Sanilac,2020-05-06,1,5%
26153,Schoolcraft,2020-05-06,0,5%
26155,Shiawassee,2020-05-06,2,5%
26157,Tuscola,2020-05-06,0,5%
26159,Van Buren,2020-05-06,0,5%
26161,Washtenaw,2020-05-06,449,5%
26163,Wayne,2020-05-06,1410,5%
26165,Wexford,2020-05-06,0,5%
26001,Alcona,2020-05-07,0,5%
26003,Alger,2020-05-07,0,5%
26005,Allegan,2020-05-07,6,5%
26007,Alpena,2020-05-07,0,5%
26009,Antrim,2020-05-07,0,5%
26011,Arenac,2020-05-07,0,5%
26013,Baraga,2020-05-07,0,5%
26015,Barry,2020-05-07,3,5%
26017,Bay,2020-05-07,0,5%
26019,Benzie,2020-05-07,0,5%
26021,Berrien,2020-05-07,4,5%
26023,Branch,2020-05-07,0,5%
26025,Calhoun,2020-05-07,0,5%
26027,Cass,2020-05-07,1,5%
26029,Charlevoix,2020-05-07,0,5%
26031,Cheboygan,2020-05-07,0,5%
26033,Chippewa,2020-05-07,0,5%
26035,Clare,2020-05-07,0,5%
26037,Clinton,2020-05-07,9,5%
26039,Crawford,2020-05-07,0,5%
26041,Delta,2020-05-07,0,5%
26043,Dickinson,2020-05-07,0,5%
26045,Eaton,2020-05-07,12,5%
26047,Emmet,2020-05-07,0,5%
26049,Genesee,2020-05-07,12,5%
26051,Gladwin,2020-05-07,0,5%
26053,Gogebic,2020-05-07,0,5%
26055,Grand Traverse,2020-05-07,0,5%
26057,Gratiot,2020-05-07,2,5%
26059,Hillsdale,2020-05-07,0,5%
26061,Houghton,2020-05-07,0,5%
26063,Huron,2020-05-07,0,5%
26065,Ingham,2020-05-07,269,5%
26067,Ionia,2020-05-07,9,5%
26069,Iosco,2020-05-07,0,5%
26071,Iron,2020-05-07,0,5%
26073,Isabella,2020-05-07,2,5%
26075,Jackson,2020-05-07,8,5%
26077,Kalamazoo,2020-05-07,1,5%
26079,Kalkaska,2020-05-07,0,5%
26081,Kent,2020-05-07,705,5%
26083,Keweenaw,2020-05-07,0,5%
26085,Lake,2020-05-07,0,5%
26087,Lapeer,2020-05-07,4,5%
26089,Leelanau,2020-05-07,0,5%
26091,Lenawee,2020-05-07,6,5%
26093,Livingston,2020-05-07,27,5%
26095,Luce,2020-05-07,0,5%
26097,Mackinac,2020-05-07,0,5%
26099,Macomb,2020-05-07,88,5%
26101,Manistee,2020-05-07,0,5%
26103,Marquette,2020-05-07,0,5%
26105,Mason,2020-05-07,0,5%
26107,Mecosta,2020-05-07,2,5%
26109,Menominee,2020-05-07,0,5%
26111,Midland,2020-05-07,0,5%
26113,Missaukee,2020-05-07,0,5%
26115,Monroe,2020-05-07,12,5%
26117,Montcalm,2020-05-07,123,5%
26119,Montmorency,2020-05-07,0,5%
26121,Muskegon,2020-05-07,3,5%
26123,Newaygo,2020-05-07,2,5%
26125,Oakland,2020-05-07,1065,5%
26127,Oceana,2020-05-07,0,5%
26129,Ogemaw,2020-05-07,0,5%
26131,Ontonagon,2020-05-07,0,5%
26133,Osceola,2020-05-07,0,5%
26135,Oscoda,2020-05-07,0,5%
26137,Otsego,2020-05-07,0,5%
26139,Ottawa,2020-05-07,27,5%
26141,Presque Isle,2020-05-07,0,5%
26143,Roscommon,2020-05-07,0,5%
26145,Saginaw,2020-05-07,1,5%
26147,St. Clair,2020-05-07,224,5%
26149,St. Joseph,2020-05-07,0,5%
26151,Sanilac,2020-05-07,1,5%
26153,Schoolcraft,2020-05-07,0,5%
26155,Shiawassee,2020-05-07,2,5%
26157,Tuscola,2020-05-07,0,5%
26159,Van Buren,2020-05-07,0,5%
26161,Washtenaw,2020-05-07,479,5%
26163,Wayne,2020-05-07,1579,5%
26165,Wexford,2020-05-07,0,5%
26001,Alcona,2020-05-08,0,5%
26003,Alger,2020-05-08,0,5%
26005,Allegan,2020-05-08,7,5%
26007,Alpena,2020-05-08,0,5%
26009,Antrim,2020-05-08,0,5%
26011,Arenac,2020-05-08,0,5%
26013,Baraga,2020-05-08,0,5%
26015,Barry,2020-05-08,3,5%
26017,Bay,2020-05-08,0,5%
26019,Benzie,2020-05-08,0,5%
26021,Berrien,2020-05-08,4,5%
26023,Branch,2020-05-08,0,5%
26025,Calhoun,2020-05-08,0,5%
26027,Cass,2020-05-08,2,5%
26029,Charlevoix,2020-05-08,0,5%
26031,Cheboygan,2020-05-08,0,5%
26033,Chippewa,2020-05-08,0,5%
26035,Clare,2020-05-08,0,5%
26037,Clinton,2020-05-08,10,5%
26039,Crawford,2020-05-08,0,5%
26041,Delta,2020-05-08,0,5%
26043,Dickinson,2020-05-08,0,5%
26045,Eaton,2020-05-08,14,5%
26047,Emmet,2020-05-08,0,5%
26049,Genesee,2020-05-08,15,5%
26051,Gladwin,2020-05-08,0,5%
26053,Gogebic,2020-05-08,0,5%
26055,Grand Traverse,2020-05-08,0,5%
26057,Gratiot,2020-05-08,2,5%
26059,Hillsdale,2020-05-08,0,5%
26061,Houghton,2020-05-08,0,5%
26063,Huron,2020-05-08,0,5%
26065,Ingham,2020-05-08,311,5%
26067,Ionia,2020-05-08,10,5%
26069,Iosco,2020-05-08,0,5%
26071,Iron,2020-05-08,0,5%
26073,Isabella,2020-05-08,2,5%
26075,Jackson,2020-05-08,9,5%
26077,Kalamazoo,2020-05-08,2,5%
26079,Kalkaska,2020-05-08,0,5%
26081,Kent,2020-05-08,758,5%
26083,Keweenaw,2020-05-08,0,5%
26085,Lake,2020-05-08,0,5%
26087,Lapeer,2020-05-08,4,5%
26089,Leelanau,2020-05-08,0,5%
26091,Lenawee,2020-05-08,7,5%
26093,Livingston,2020-05-08,27,5%
26095,Luce,2020-05-08,0,5%
26097,Mackinac,2020-05-08,0,5%
26099,Macomb,2020-05-08,100,5%
26101,Manistee,2020-05-08,0,5%
26103,Marquette,2020-05-08,0,5%
26105,Mason,2020-05-08,0,5%
26107,Mecosta,2020-05-08,3,5%
26109,Menominee,2020-05-08,0,5%
26111,Midland,2020-05-08,0,5%
26113,Missaukee,2020-05-08,0,5%
26115,Monroe,2020-05-08,13,5%
26117,Montcalm,2020-05-08,123,5%
26119,Montmorency,2020-05-08,0,5%
26121,Muskegon,2020-05-08,4,5%
26123,Newaygo,2020-05-08,2,5%
26125,Oakland,2020-05-08,1169,5%
26127,Oceana,2020-05-08,0,5%
26129,Ogemaw,2020-05-08,0,5%
26131,Ontonagon,2020-05-08,0,5%
26133,Osceola,2020-05-08,0,5%
26135,Oscoda,2020-05-08,0,5%
26137,Otsego,2020-05-08,0,5%
26139,Ottawa,2020-05-08,26,5%
26141,Presque Isle,2020-05-08,0,5%
26143,Roscommon,2020-05-08,0,5%
26145,Saginaw,2020-05-08,1,5%
26147,St. Clair,2020-05-08,245,5%
26149,St. Joseph,2020-05-08,0,5%
26151,Sanilac,2020-05-08,2,5%
26153,Schoolcraft,2020-05-08,0,5%
26155,Shiawassee,2020-05-08,3,5%
26157,Tuscola,2020-05-08,0,5%
26159,Van Buren,2020-05-08,0,5%
26161,Washtenaw,2020-05-08,512,5%
26163,Wayne,2020-05-08,1820,5%
26165,Wexford,2020-05-08,0,5%
26001,Alcona,2020-05-09,0,5%
26003,Alger,2020-05-09,0,5%
26005,Allegan,2020-05-09,7,5%
26007,Alpena,2020-05-09,0,5%
26009,Antrim,2020-05-09,0,5%
26011,Arenac,2020-05-09,0,5%
26013,Baraga,2020-05-09,0,5%
26015,Barry,2020-05-09,4,5%
26017,Bay,2020-05-09,0,5%
26019,Benzie,2020-05-09,0,5%
26021,Berrien,2020-05-09,5,5%
26023,Branch,2020-05-09,0,5%
26025,Calhoun,2020-05-09,1,5%
26027,Cass,2020-05-09,2,5%
26029,Charlevoix,2020-05-09,0,5%
26031,Cheboygan,2020-05-09,0,5%
26033,Chippewa,2020-05-09,0,5%
26035,Clare,2020-05-09,0,5%
26037,Clinton,2020-05-09,11,5%
26039,Crawford,2020-05-09,0,5%
26041,Delta,2020-05-09,0,5%
26043,Dickinson,2020-05-09,0,5%
26045,Eaton,2020-05-09,16,5%
26047,Emmet,2020-05-09,0,5%
26049,Genesee,2020-05-09,17,5%
26051,Gladwin,2020-05-09,0,5%
26053,Gogebic,2020-05-09,0,5%
26055,Grand Traverse,2020-05-09,0,5%
26057,Gratiot,2020-05-09,3,5%
26059,Hillsdale,2020-05-09,0,5%
26061,Houghton,2020-05-09,0,5%
26063,Huron,2020-05-09,0,5%
26065,Ingham,2020-05-09,323,5%
26067,Ionia,2020-05-09,11,5%
26069,Iosco,2020-05-09,0,5%
26071,Iron,2020-05-09,0,5%
26073,Isabella,2020-05-09,2,5%
26075,Jackson,2020-05-09,12,5%
26077,Kalamazoo,2020-05-09,2,5%
26079,Kalkaska,2020-05-09,0,5%
26081,Kent,2020-05-09,833,5%
26083,Keweenaw,2020-05-09,0,5%
26085,Lake,2020-05-09,0,5%
26087,Lapeer,2020-05-09,4,5%
26089,Leelanau,2020-05-09,0,5%
26091,Lenawee,2020-05-09,8,5%
26093,Livingston,2020-05-09,33,5%
26095,Luce,2020-05-09,0,5%
26097,Mackinac,2020-05-09,0,5%
26099,Macomb,2020-05-09,124,5%
26101,Manistee,2020-05-09,0,5%
26103,Marquette,2020-05-09,0,5%
26105,Mason,2020-05-09,0,5%
26107,Mecosta,2020-05-09,3,5%
26109,Menominee,2020-05-09,0,5%
26111,Midland,2020-05-09,0,5%
26113,Missaukee,2020-05-09,0,5%
26115,Monroe,2020-05-09,13,5%
26117,Montcalm,2020-05-09,122,5%
26119,Montmorency,2020-05-09,0,5%
26121,Muskegon,2020-05-09,4,5%
26123,Newaygo,2020-05-09,3,5%
26125,Oakland,2020-05-09,1294,5%
26127,Oceana,2020-05-09,0,5%
26129,Ogemaw,2020-05-09,0,5%
26131,Ontonagon,2020-05-09,0,5%
26133,Osceola,2020-05-09,0,5%
26135,Oscoda,2020-05-09,0,5%
26137,Otsego,2020-05-09,0,5%
26139,Ottawa,2020-05-09,33,5%
26141,Presque Isle,2020-05-09,0,5%
26143,Roscommon,2020-05-09,0,5%
26145,Saginaw,2020-05-09,1,5%
26147,St. Clair,2020-05-09,268,5%
26149,St. Joseph,2020-05-09,0,5%
26151,Sanilac,2020-05-09,2,5%
26153,Schoolcraft,2020-05-09,0,5%
26155,Shiawassee,2020-05-09,4,5%
26157,Tuscola,2020-05-09,0,5%
26159,Van Buren,2020-05-09,0,5%
26161,Washtenaw,2020-05-09,567,5%
26163,Wayne,2020-05-09,1953,5%
26165,Wexford,2020-05-09,0,5%
26001,Alcona,2020-05-10,0,5%
26003,Alger,2020-05-10,0,5%
26005,Allegan,2020-05-10,10,5%
26007,Alpena,2020-05-10,0,5%
26009,Antrim,2020-05-10,0,5%
26011,Arenac,2020-05-10,0,5%
26013,Baraga,2020-05-10,0,5%
26015,Barry,2020-05-10,5,5%
26017,Bay,2020-05-10,0,5%
26019,Benzie,2020-05-10,0,5%
26021,Berrien,2020-05-10,6,5%
26023,Branch,2020-05-10,0,5%
26025,Calhoun,2020-05-10,1,5%
26027,Cass,2020-05-10,3,5%
26029,Charlevoix,2020-05-10,0,5%
26031,Cheboygan,2020-05-10,0,5%
26033,Chippewa,2020-05-10,0,5%
26035,Clare,2020-05-10,0,5%
26037,Clinton,2020-05-10,13,5%
26039,Crawford,2020-05-10,0,5%
26041,Delta,2020-05-10,0,5%
26043,Dickinson,2020-05-10,0,5%
26045,Eaton,2020-05-10,17,5%
26047,Emmet,2020-05-10,0,5%
26049,Genesee,2020-05-10,19,5%
26051,Gladwin,2020-05-10,0,5%
26053,Gogebic,2020-05-10,0,5%
26055,Grand Traverse,2020-05-10,0,5%
26057,Gratiot,2020-05-10,3,5%
26059,Hillsdale,2020-05-10,0,5%
26061,Houghton,2020-05-10,0,5%
26063,Huron,2020-05-10,0,5%
26065,Ingham,2020-05-10,368,5%
26067,Ionia,2020-05-10,12,5%
26069,Iosco,2020-05-10,0,5%
26071,Iron,2020-05-10,0,5%
26073,Isabella,2020-05-10,3,5%
26075,Jackson,2020-05-10,12,5%
26077,Kalamazoo,2020-05-10,3,5%
26079,Kalkaska,2020-05-10,0,5%
26081,Kent,2020-05-10,871,5%
26083,Keweenaw,2020-05-10,0,5%
26085,Lake,2020-05-10,0,5%
26087,Lapeer,2020-05-10,5,5%
26089,Leelanau,2020-05-10,0,5%
26091,Lenawee,2020-05-10,11,5%
26093,Livingston,2020-05-10,38,5%
26095,Luce,2020-05-10,0,5%
26097,Mackinac,2020-05-10,0,5%
26099,Macomb,2020-05-10,136,5%
26101,Manistee,2020-05-10,0,5%
26103,Marquette,2020-05-10,0,5%
26105,Mason,2020-05-10,0,5%
26107,Mecosta,2020-05-10,4,5%
26109,Menominee,2020-05-10,0,5%
26111,Midland,2020-05-10,0,5%
26113,Missaukee,2020-05-10,0,5%
26115,Monroe,2020-05-10,16,5%
26117,Montcalm,2020-05-10,121,5%
26119,Montmorency,2020-05-10,0,5%
26121,Muskegon,2020-05-10,5,5%
26123,Newaygo,2020-05-10,2,5%
26125,Oakland,2020-05-10,1449,5%
26127,Oceana,2020-05-10,0,5%
26129,Ogemaw,2020-05-10,0,5%
26131,Ontonagon,2020-05-10,0,5%
26133,Osceola,2020-05-10,0,5%
26135,Oscoda,2020-05-10,0,5%
26137,Otsego,2020-05-10,0,5%
26139,Ottawa,2020-05-10,38,5%
26141,Presque Isle,2020-05-10,0,5%
26143,Roscommon,2020-05-10,0,5%
26145,Saginaw,2020-05-10,1,5%
26147,St. Clair,2020-05-10,269,5%
26149,St. Joseph,2020-05-10,0,5%
26151,Sanilac,2020-05-10,2,5%
26153,Schoolcraft,2020-05-10,0,5%
26155,Shiawassee,2020-05-10,3,5%
26157,Tuscola,2020-05-10,0,5%
26159,Van Buren,2020-05-10,0,5%
26161,Washtenaw,2020-05-10,605,5%
26163,Wayne,2020-05-10,2171,5%
26165,Wexford,2020-05-10,0,5%
26001,Alcona,2020-05-11,0,5%
26003,Alger,2020-05-11,0,5%
26005,Allegan,2020-05-11,12,5%
26007,Alpena,2020-05-11,0,5%
26009,Antrim,2020-05-11,0,5%
26011,Arenac,2020-05-11,0,5%
26013,Baraga,2020-05-11,0,5%
26015,Barry,2020-05-11,5,5%
26017,Bay,2020-05-11,0,5%
26019,Benzie,2020-05-11,0,5%
26021,Berrien,2020-05-11,7,5%
26023,Branch,2020-05-11,0,5%
26025,Calhoun,2020-05-11,1,5%
26027,Cass,2020-05-11,3,5%
26029,Charlevoix,2020-05-11,0,5%
26031,Cheboygan,2020-05-11,0,5%
26033,Chippewa,2020-05-11,0,5%
26035,Clare,2020-05-11,0,5%
26037,Clinton,2020-05-11,16,5%
26039,Crawford,2020-05-11,0,5%
26041,Delta,2020-05-11,0,5%
26043,Dickinson,2020-05-11,0,5%
26045,Eaton,2020-05-11,20,5%
26047,Emmet,2020-05-11,0,5%
26049,Genesee,2020-05-11,22,5%
26051,Gladwin,2020-05-11,0,5%
26053,Gogebic,2020-05-11,0,5%
26055,Grand Traverse,2020-05-11,0,5%
26057,Gratiot,2020-05-11,4,5%
26059,Hillsdale,2020-05-11,0,5%
26061,Houghton,2020-05-11,0,5%
26063,Huron,2020-05-11,0,5%
26065,Ingham,2020-05-11,393,5%
26067,Ionia,2020-05-11,13,5%
26069,Iosco,2020-05-11,0,5%
26071,Iron,2020-05-11,0,5%
26073,Isabella,2020-05-11,3,5%
26075,Jackson,2020-05-11,16,5%
26077,Kalamazoo,2020-05-11,3,5%
26079,Kalkaska,2020-05-11,0,5%
26081,Kent,2020-05-11,922,5%
26083,Keweenaw,2020-05-11,0,5%
26085,Lake,2020-05-11,0,5%
26087,Lapeer,2020-05-11,6,5%
26089,Leelanau,2020-05-11,0,5%
26091,Lenawee,2020-05-11,10,5%
26093,Livingston,2020-05-11,46,5%
26095,Luce,2020-05-11,0,5%
26097,Mackinac,2020-05-11,0,5%
26099,Macomb,2020-05-11,161,5%
26101,Manistee,2020-05-11,0,5%
26103,Marquette,2020-05-11,0,5%
26105,Mason,2020-05-11,0,5%
26107,Mecosta,2020-05-11,5,5%
26109,Menominee,2020-05-11,0,5%
26111,Midland,2020-05-11,0,5%
26113,Missaukee,2020-05-11,0,5%
26115,Monroe,2020-05-11,19,5%
26117,Montcalm,2020-05-11,119,5%
26119,Montmorency,2020-05-11,0,5%
26121,Muskegon,2020-05-11,5,5%
26123,Newaygo,2020-05-11,4,5%
26125,Oakland,2020-05-11,1604,5%
26127,Oceana,2020-05-11,0,5%
26129,Ogemaw,2020-05-11,0,5%
26131,Ontonagon,2020-05-11,0,5%
26133,Osceola,2020-05-11,0,5%
26135,Oscoda,2020-05-11,0,5%
26137,Otsego,2020-05-11,0,5%
26139,Ottawa,2020-05-11,48,5%
26141,Presque Isle,2020-05-11,0,5%
26143,Roscommon,2020-05-11,0,5%
26145,Saginaw,2020-05-11,1,5%
26147,St. Clair,2020-05-11,289,5%
26149,St. Joseph,2020-05-11,0,5%
26151,Sanilac,2020-05-11,3,5%
26153,Schoolcraft,2020-05-11,0,5%
26155,Shiawassee,2020-05-11,4,5%
26157,Tuscola,2020-05-11,0,5%
26159,Van Buren,2020-05-11,0,5%
26161,Washtenaw,2020-05-11,622,5%
26163,Wayne,2020-05-11,2337,5%
26165,Wexford,2020-05-11,0,5%
26001,Alcona,2020-05-12,0,5%
26003,Alger,2020-05-12,0,5%
26005,Allegan,2020-05-12,14,5%
26007,Alpena,2020-05-12,0,5%
26009,Antrim,2020-05-12,0,5%
26011,Arenac,2020-05-12,0,5%
26013,Baraga,2020-05-12,0,5%
26015,Barry,2020-05-12,6,5%
26017,Bay,2020-05-12,0,5%
26019,Benzie,2020-05-12,0,5%
26021,Berrien,2020-05-12,8,5%
26023,Branch,2020-05-12,0,5%
26025,Calhoun,2020-05-12,1,5%
26027,Cass,2020-05-12,4,5%
26029,Charlevoix,2020-05-12,0,5%
26031,Cheboygan,2020-05-12,0,5%
26033,Chippewa,2020-05-12,0,5%
26035,Clare,2020-05-12,0,5%
26037,Clinton,2020-05-12,17,5%
26039,Crawford,2020-05-12,0,5%
26041,Delta,2020-05-12,0,5%
26043,Dickinson,2020-05-12,0,5%
26045,Eaton,2020-05-12,23,5%
26047,Emmet,2020-05-12,0,5%
26049,Genesee,2020-05-12,24,5%
26051,Gladwin,2020-05-12,0,5%
26053,Gogebic,2020-05-12,0,5%
26055,Grand Traverse,2020-05-12,0,5%
26057,Gratiot,2020-05-12,3,5%
26059,Hillsdale,2020-05-12,0,5%
26061,Houghton,2020-05-12,0,5%
26063,Huron,2020-05-12,0,5%
26065,Ingham,2020-05-12,413,5%
26067,Ionia,2020-05-12,17,5%
26069,Iosco,2020-05-12,0,5%
26071,Iron,2020-05-12,0,5%
26073,Isabella,2020-05-12,3,5%
26075,Jackson,2020-05-12,17,5%
26077,Kalamazoo,2020-05-12,2,5%
26079,Kalkaska,2020-05-12,0,5%
26081,Kent,2020-05-12,1014,5%
26083,Keweenaw,2020-05-12,0,5%
26085,Lake,2020-05-12,0,5%
26087,Lapeer,2020-05-12,9,5%
26089,Leelanau,2020-05-12,0,5%
26091,Lenawee,2020-05-12,13,5%
26093,Livingston,2020-05-12,53,5%
26095,Luce,2020-05-12,0,5%
26097,Mackinac,2020-05-12,0,5%
26099,Macomb,2020-05-12,184,5%
26101,Manistee,2020-05-12,0,5%
26103,Marquette,2020-05-12,0,5%
26105,Mason,2020-05-12,0,5%
26107,Mecosta,2020-05-12,5,5%
26109,Menominee,2020-05-12,0,5%
26111,Midland,2020-05-12,0,5%
26113,Missaukee,2020-05-12,0,5%
26115,Monroe,2020-05-12,21,5%
26117,Montcalm,2020-05-12,118,5%
26119,Montmorency,2020-05-12,0,5%
26121,Muskegon,2020-05-12,5,5%
26123,Newaygo,2020-05-12,4,5%
26125,Oakland,2020-05-12,1772,5%
26127,Oceana,2020-05-12,0,5%
26129,Ogemaw,2020-05-12,0,5%
26131,Ontonagon,2020-05-12,0,5%
26133,Osceola,2020-05-12,0,5%
26135,Oscoda,2020-05-12,0,5%
26137,Otsego,2020-05-12,0,5%
26139,Ottawa,2020-05-12,55,5%
26141,Presque Isle,2020-05-12,0,5%
26143,Roscommon,2020-05-12,0,5%
26145,Saginaw,2020-05-12,1,5%
26147,St. Clair,2020-05-12,296,5%
26149,St. Joseph,2020-05-12,0,5%
26151,Sanilac,2020-05-12,3,5%
26153,Schoolcraft,2020-05-12,0,5%
26155,Shiawassee,2020-05-12,5,5%
26157,Tuscola,2020-05-12,0,5%
26159,Van Buren,2020-05-12,0,5%
26161,Washtenaw,2020-05-12,634,5%
26163,Wayne,2020-05-12,2526,5%
26165,Wexford,2020-05-12,0,5%
26001,Alcona,2020-05-13,0,5%
26003,Alger,2020-05-13,0,5%
26005,Allegan,2020-05-13,15,5%
26007,Alpena,2020-05-13,0,5%
26009,Antrim,2020-05-13,0,5%
26011,Arenac,2020-05-13,0,5%
26013,Baraga,2020-05-13,0,5%
26015,Barry,2020-05-13,7,5%
26017,Bay,2020-05-13,0,5%
26019,Benzie,2020-05-13,0,5%
26021,Berrien,2020-05-13,10,5%
26023,Branch,2020-05-13,0,5%
26025,Calhoun,2020-05-13,1,5%
26027,Cass,2020-05-13,4,5%
26029,Charlevoix,2020-05-13,0,5%
26031,Cheboygan,2020-05-13,0,5%
26033,Chippewa,2020-05-13,0,5%
26035,Clare,2020-05-13,0,5%
26037,Clinton,2020-05-13,20,5%
26039,Crawford,2020-05-13,0,5%
26041,Delta,2020-05-13,0,5%
26043,Dickinson,2020-05-13,0,5%
26045,Eaton,2020-05-13,24,5%
26047,Emmet,2020-05-13,0,5%
26049,Genesee,2020-05-13,28,5%
26051,Gladwin,2020-05-13,0,5%
26053,Gogebic,2020-05-13,0,5%
26055,Grand Traverse,2020-05-13,0,5%
26057,Gratiot,2020-05-13,5,5%
26059,Hillsdale,2020-05-13,0,5%
26061,Houghton,2020-05-13,0,5%
26063,Huron,2020-05-13,0,5%
26065,Ingham,2020-05-13,457,5%
26067,Ionia,2020-05-13,18,5%
26069,Iosco,2020-05-13,0,5%
26071,Iron,2020-05-13,0,5%
26073,Isabella,2020-05-13,4,5%
26075,Jackson,2020-05-13,20,5%
26077,Kalamazoo,2020-05-13,4,5%
26079,Kalkaska,2020-05-13,0,5%
26081,Kent,2020-05-13,1036,5%
26083,Keweenaw,2020-05-13,0,5%
26085,Lake,2020-05-13,0,5%
26087,Lapeer,2020-05-13,10,5%
26089,Leelanau,2020-05-13,0,5%
26091,Lenawee,2020-05-13,15,5%
26093,Livingston,2020-05-13,59,5%
26095,Luce,2020-05-13,0,5%
26097,Mackinac,2020-05-13,0,5%
26099,Macomb,2020-05-13,201,5%
26101,Manistee,2020-05-13,0,5%
26103,Marquette,2020-05-13,0,5%
26105,Mason,2020-05-13,0,5%
26107,Mecosta,2020-05-13,5,5%
26109,Menominee,2020-05-13,0,5%
26111,Midland,2020-05-13,0,5%
26113,Missaukee,2020-05-13,0,5%
26115,Monroe,2020-05-13,28,5%
26117,Montcalm,2020-05-13,119,5%
26119,Montmorency,2020-05-13,0,5%
26121,Muskegon,2020-05-13,7,5%
26123,Newaygo,2020-05-13,5,5%
26125,Oakland,2020-05-13,1910,5%
26127,Oceana,2020-05-13,0,5%
26129,Ogemaw,2020-05-13,0,5%
26131,Ontonagon,2020-05-13,0,5%
26133,Osceola,2020-05-13,0,5%
26135,Oscoda,2020-05-13,0,5%
26137,Otsego,2020-05-13,0,5%
26139,Ottawa,2020-05-13,55,5%
26141,Presque Isle,2020-05-13,0,5%
26143,Roscommon,2020-05-13,0,5%
26145,Saginaw,2020-05-13,2,5%
26147,St. Clair,2020-05-13,309,5%
26149,St. Joseph,2020-05-13,0,5%
26151,Sanilac,2020-05-13,3,5%
26153,Schoolcraft,2020-05-13,0,5%
26155,Shiawassee,2020-05-13,5,5%
26157,Tuscola,2020-05-13,0,5%
26159,Van Buren,2020-05-13,0,5%
26161,Washtenaw,2020-05-13,646,5%
26163,Wayne,2020-05-13,2750,5%
26165,Wexford,2020-05-13,0,5%
26001,Alcona,2020-05-14,0,5%
26003,Alger,2020-05-14,0,5%
26005,Allegan,2020-05-14,17,5%
26007,Alpena,2020-05-14,0,5%
26009,Antrim,2020-05-14,0,5%
26011,Arenac,2020-05-14,0,5%
26013,Baraga,2020-05-14,0,5%
26015,Barry,2020-05-14,8,5%
26017,Bay,2020-05-14,0,5%
26019,Benzie,2020-05-14,0,5%
26021,Berrien,2020-05-14,11,5%
26023,Branch,2020-05-14,0,5%
26025,Calhoun,2020-05-14,1,5%
26027,Cass,2020-05-14,5,5%
26029,Charlevoix,2020-05-14,0,5%
26031,Cheboygan,2020-05-14,0,5%
26033,Chippewa,2020-05-14,0,5%
26035,Clare,2020-05-14,0,5%
26037,Clinton,2020-05-14,20,5%
26039,Crawford,2020-05-14,0,5%
26041,Delta,2020-05-14,0,5%
26043,Dickinson,2020-05-14,0,5%
26045,Eaton,2020-05-14,29,5%
26047,Emmet,2020-05-14,0,5%
26049,Genesee,2020-05-14,33,5%
26051,Gladwin,2020-05-14,0,5%
26053,Gogebic,2020-05-14,0,5%
26055,Grand Traverse,2020-05-14,0,5%
26057,Gratiot,2020-05-14,5,5%
26059,Hillsdale,2020-05-14,1,5%
26061,Houghton,2020-05-14,0,5%
26063,Huron,2020-05-14,0,5%
26065,Ingham,2020-05-14,463,5%
26067,Ionia,2020-05-14,22,5%
26069,Iosco,2020-05-14,0,5%
