GEOID,NAME,variable,estimate,moe,geometry
26001,"Alcona County, Michigan",B19013_001,39735,1590,"list(list(c(-83.888519, -83.888322, -83.888137, -83.888484, -83.802707, -83.800299, -83.787024, -83.766941, -83.607767, -83.606432, -83.587297, -83.556675, -83.526107, -83.424004, -83.404112, -83.321455, -83.32187, -83.321241, -83.318652, -83.315778, -83.314429, -83.311639, -83.308292, -83.308603, -83.306442, -83.303418, -83.303949, -83.300098, -83.299736, -83.300102, -83.298547, -83.2957312301506, -83.295221, -83.293739, -83.293251, -83.294402, -83.294236, -83.292963, -83.29321, -83.295471, -83.295219, 
-83.296718, -83.296214, -83.295992, -83.294879, -83.294414, -83.292625, -83.292809, -83.291136, -83.291003, -83.29201, -83.293531, -83.295763, -83.297615, -83.298287, -83.297822, -83.296412, -83.297529, -83.2973, -83.296117, -83.296349, -83.294271, -83.290665, -83.284128, -83.273393, -83.271388, -83.271333, -83.270288, -83.271994, -83.274327, -83.274867, -83.274635, -83.275699, -83.27634, -83.275838, -83.276734, -83.278736, -83.2787435441227, -83.278781, -83.281495, -83.282459, -83.282292, -83.282625, 
-83.284399, -83.285176, -83.285942774523, -83.286096, -83.284937, -83.286827, -83.287154, -83.289442, -83.2895881915623, -83.290873, -83.2943, -83.3012483159615, -83.302633, -83.307504, -83.309735, -83.312204, -83.314517, -83.315348962508, -83.315603, -83.3149609395864, -83.314284, -83.314533, -83.313649, -83.313052, -83.308918, -83.307465, -83.306985, -83.308471, -83.3115288500079, -83.3181037063096, -83.318279, -83.3186451705426, -83.328051, -83.349638, -83.373475, -83.401467, -83.421653, -83.535423, 
-83.536262, -83.553174, -83.556606, -83.579414, -83.583519, -83.584195, -83.604006, -83.645252, -83.665234, -83.695576, -83.766195, -83.886634, -83.886757, -83.887422, -83.88792, -83.888201, -83.888539, -83.888519, 44.769517, 44.794908, 44.795505, 44.856458, 44.856605, 44.856555, 44.856757, 44.856735, 44.858937, 44.859027, 44.859058, 44.859278, 44.859539, 44.85871, 44.858792, 44.858487, 44.856192, 44.852962, 44.84888, 44.846135, 44.84222, 44.839712, 44.838308, 44.836831, 44.835109, 44.833881, 44.832596, 
44.828821, 44.823359, 44.819811, 44.816225, 44.8117566797159, 44.810947, 44.808307, 44.806083, 44.802657, 44.798945, 44.797293, 44.796146, 44.79363, 44.789655, 44.787106, 44.783911, 44.778075, 44.775116, 44.772684, 44.772366, 44.769018, 44.767025, 44.765505, 44.763873, 44.761094, 44.760056, 44.757479, 44.754907, 44.750583, 44.749335, 44.748122, 44.746134, 44.745002, 44.743059, 44.736819, 44.729265, 44.721766, 44.713901, 44.71336, 44.710921, 44.70878, 44.708621, 44.705937, 44.70237, 44.700677, 44.698091, 
44.695642, 44.692276, 44.688707, 44.685907, 44.6854116026042, 44.682952, 44.679363, 44.676886, 44.674936, 44.673301, 44.670436, 44.666372, 44.6639616609558, 44.66348, 44.661237, 44.660403, 44.657345, 44.652968, 44.6525608907225, 44.648983, 44.646502, 44.6384213411757, 44.636811, 44.629816, 44.623108, 44.617194, 44.608725, 44.5982710769945, 44.595079, 44.5910708685021, 44.586845, 44.580911, 44.564588, 44.559856, 44.54836, 44.545295, 44.542235, 44.539902, 44.5319562041902, 44.5148714990817, 44.514416, 
44.5116474161261, 44.511725, 44.511733, 44.511715, 44.511703, 44.511673, 44.511538, 44.511417, 44.511508, 44.511328, 44.511197, 44.511358, 44.511232, 44.511213, 44.510911, 44.510875, 44.510581, 44.509984, 44.508976, 44.523278, 44.595382, 44.659814, 44.682086, 44.721241, 44.769517)))"
26003,"Alger County, Michigan",B19013_001,46007,4136,"list(list(c(-86.70904, -86.704854, -86.703146, -86.698514, -86.697793, -86.693849, -86.692812, -86.690286, -86.688009, -86.684396, -86.678543, -86.67595, -86.671964, -86.66664, -86.662284, -86.656112, -86.653355, -86.650409, -86.647294, -86.646009, -86.645371, -86.642396, -86.638335, -86.635686, -86.632665, -86.63224, -86.629675, -86.626329, -86.627885, -86.629139, -86.628525, -86.628996, -86.629361, -86.63055, -86.632129, -86.634419, -86.637603, -86.639783, -86.641523, -86.641553, -86.643298, -86.645442, 
-86.646132, -86.646798, -86.644192, -86.639198, -86.63579, -86.632446, -86.628223, -86.626199, -86.626191, -86.624854, -86.622629, -86.620772, -86.62101, -86.619582, -86.617966, -86.616375, -86.614201, -86.613837, -86.613089, -86.612375, -86.610865, -86.609596, -86.608893, -86.609176, -86.608391, -86.607489, -86.608291, -86.60695, -86.606981, -86.607932, -86.609648, -86.613332, -86.617016, -86.620343, -86.622601, -86.623077, -86.625929, -86.629613, -86.632346, -86.635198, -86.636862, -86.640784, 
-86.642091, -86.642448, -86.644468, -86.646607, -86.647795, -86.646013, -86.643398, -86.64114, -86.63912, -86.636743, -86.635911, -86.636625, -86.638882, -86.64114, -86.644706, -86.647201, -86.651242, -86.656471, -86.659917, -86.660987, -86.661462, -86.662532, -86.663007, -86.664195, -86.664433, -86.666572, -86.667642, -86.669781, -86.671682, -86.674059, -86.676792, -86.680239, -86.684873, -86.687595, -86.688288, -86.688548, -86.68724, -86.686298, -86.686631, -86.686195, -86.684888, -86.683843, -86.683811, 
-86.684732, -86.688715, -86.694328, -86.696483, -86.699028, -86.699529, -86.701649, -86.701586, -86.703084, -86.703298, -86.704827, -86.704759, -86.704166, -86.705108, -86.706383, -86.708024, -86.709463, -86.70904, 46.54521, 46.547827, 46.550218, 46.552823, 46.554688, 46.555494, 46.556919, 46.556564, 46.557921, 46.559693, 46.56089, 46.557119, 46.556596, 46.556695, 46.55729, 46.558727, 46.560698, 46.558243, 46.554525, 46.553875, 46.550788, 46.548026, 46.546491, 46.541808, 46.538771, 46.537892, 46.53614, 
46.534903, 46.531514, 46.528223, 46.523369, 46.521163, 46.517574, 46.51453, 46.509324, 46.504959, 46.502957, 46.501622, 46.498887, 46.496633, 46.495083, 46.491868, 46.488386, 46.487497, 46.484351, 46.480435, 46.478529, 46.477793, 46.477781, 46.478269, 46.479605, 46.480779, 46.48335, 46.484196, 46.485724, 46.487951, 46.489765, 46.491189, 46.491837, 46.49282, 46.492977, 46.494156, 46.49391, 46.493456, 46.492564, 46.490482, 46.487375, 46.483917, 46.482749, 46.479553, 46.475707, 46.472176, 46.468701, 
46.464854, 46.461907, 46.459042, 46.457977, 46.456504, 46.45634, 46.456013, 46.454784, 46.453475, 46.453311, 46.454375, 46.456258, 46.457732, 46.459205, 46.460925, 46.462562, 46.462562, 46.463135, 46.464363, 46.466736, 46.470174, 46.471402, 46.472384, 46.472384, 46.471729, 46.470829, 46.470583, 46.471075, 46.471075, 46.470256, 46.468292, 46.466245, 46.464936, 46.462971, 46.461498, 46.45986, 46.457159, 46.455439, 46.453556, 46.450609, 46.451428, 46.451264, 46.452328, 46.454211, 46.456228, 46.460308, 
46.463695, 46.470325, 46.477966, 46.479843, 46.486696, 46.490149, 46.493538, 46.497726, 46.499641, 46.500293, 46.502213, 46.503523, 46.506668, 46.50893, 46.511217, 46.516202, 46.519377, 46.522221, 46.525803, 46.527131, 46.528942, 46.532633, 46.53628, 46.539785, 46.541851, 46.54521)), list(c(-86.722451, -86.720906, -86.718797, -86.71767, -86.716742, -86.719323, -86.721443, -86.722441, -86.722451, 46.485805, 46.484414, 46.482226, 46.480267, 46.478599, 46.479033, 46.48182, 46.483896, 46.485805)), list(
    c(-86.748185, -86.746166, -86.743582, -86.741826, -86.737287, -86.736754, -86.736257, -86.736818, -86.736916, -86.739665, -86.742668, -86.744167, -86.746421, -86.746956, -86.748081, -86.748185, 46.5156, 46.516607, 46.515831, 46.514117, 46.511148, 46.507559, 46.506668, 46.504953, 46.50397, 46.504837, 46.504806, 46.505292, 46.507874, 46.50979, 46.511874, 46.5156)), list(c(-86.899956, -86.899062, -86.895289, -86.893403, -86.892346, -86.890527, -86.891886, -86.89053, -86.891095, -86.893079, -86.894798, 
-86.899098, -86.899064, -86.899957, -86.899956, 46.48783, 46.488446, 46.489017, 46.488467, 46.486752, 46.486226, 46.483621, 46.482363, 46.47946, 46.480306, 46.48225, 46.484149, 46.485132, 46.486252, 46.48783)), list(c(-87.116634, -87.10789, -87.104689, -87.102407, -87.100467, -87.09876, -87.093873, -87.092375, -87.090985, -87.087825, -87.084931, -87.083774, -87.082416, -87.080316, -87.077279, -87.07493, -87.072832, -87.066226, -87.062335, -87.059695, -87.046022, -87.043966, -87.04264, -87.040349, 
-87.0392, -87.037848, -87.035594, -87.033455, -87.031791, -87.029764, -87.025136, -87.019907, -87.020382, -87.021333, -87.02163, -87.019719, -87.017579, -87.015465, -87.008724, -87.005308, -87.001856, -87.001605, -87.002319, -86.999585, -86.994237, -86.989246, -86.985679, -86.98249, -86.976958, -86.975212, -86.972613, -86.970701, -86.964534, -86.962842, -86.958802, -86.955351, -86.953738, -86.954245, -86.952718, -86.94698, -86.944142, -86.943202, -86.944087, -86.946218, -86.949316, -86.949526, -86.947077, 
-86.942661, -86.936716, -86.93291, -86.931527, -86.927725, -86.918207, -86.916039, -86.909099, -86.903742, -86.90051, -86.897695, -86.889398, -86.889355, -86.883976, -86.883958, -86.885855, -86.886212, -86.883919, -86.880032, -86.875151, -86.8662934670176, -86.850111, -86.8376610484426, -86.837448, -86.82202, -86.816026, -86.813707, -86.811561, -86.810967, -86.812233, -86.80972, -86.808817, -86.807203, -86.805434, -86.80427, -86.803557, -86.78993, -86.789557, -86.789224, -86.7882, -86.787905, -86.78437, 
-86.781866, -86.778017, -86.776263, -86.768516, -86.766739, -86.766082, -86.758517, -86.754508, -86.750157, -86.744984, -86.741746, -86.738997, -86.737379, -86.735929, -86.731096, -86.730829, -86.732402, -86.732352, -86.730282, -86.727589, -86.724565, -86.721698, -86.718327, -86.714336, -86.712978, -86.710573, -86.709015, -86.706863, -86.704987, -86.70323, -86.6987097722434, -86.698139, -86.689294, -86.687274, -86.683352, -86.66921, -86.665408, -86.6644616078657, -86.659703, -86.655306, -86.653737, 
-86.6535, -86.6531206340347, -86.652787, -86.654094, -86.658729, -86.662532, -86.662175, -86.65861, -86.651242, -86.644706, -86.638122, -86.634985, -86.634747, -86.632964, -86.6319953700845, -86.630112, -86.629399, -86.625477, -86.616089, -86.607533, -86.606582, -86.607651, -86.608364, -86.605155, -86.6045810945975, -86.600378, -86.595744, -86.590871, -86.586168, -86.582436, -86.577958, -86.568363, -86.564788, -86.559199, -86.557005, -86.553052, -86.551392, -86.551352, -86.548158, -86.542978, -86.534364, 
-86.531927, -86.531326, -86.529755, -86.524959, -86.524179, -86.524358, -86.523259, -86.521228, -86.520159, -86.518508, -86.517517, -86.516387, -86.514151, -86.509221, -86.505529, -86.501101, -86.495054, -86.493829, -86.491798, -86.489551, -86.484003, -86.482756, -86.481956, -86.477401, -86.472999, -86.470901, -86.468677, -86.469306, -86.467745, -86.461598, -86.45993, -86.456926, -86.455216, -86.453257, -86.450075, -86.44439, -86.443866, -86.437167, -86.431669, -86.418253, -86.406905, -86.40084, 
-86.390409, -86.3651213221337, -86.34989, -86.319981, -86.188024, -86.172885, -86.161681, -86.155036, -86.148757, -86.144172, -86.138295, -86.131369, -86.12663, -86.125451, -86.123991, -86.12031, -86.119862, -86.112126, -86.105767, -86.099843, -86.087939, -86.074219, -86.058157, -86.036969, -86.026148, -85.995044, -85.981953, -85.971668, -85.971478, -85.973855, -85.974872, -85.979084, -85.983599, -85.982055, -85.978965, -85.976297, -85.972547, -85.969576, -85.962921, -85.949136, -85.932617, -85.922159, 
-85.90917, -85.877908, -85.864549264065, -85.864932, -86.240148, -86.364953, -86.365062, -86.364989, -86.442209, -86.45001, -86.465847, -86.615397, -86.61527, -86.615601, -86.635407, -86.678179, -86.740594, -86.782267, -86.837152, -86.943923, -86.947432, -86.949936, -86.980147, -86.990797, -87.116138, -87.116466, -87.116245, -87.116125, -87.116248, -87.116513, -87.116355, -87.116438, -87.116574, -87.116473, -87.116634, 46.494808, 46.496495, 46.497891, 46.502218, 46.503246, 46.503609, 46.506278, 46.506933, 
46.509246, 46.50979, 46.511026, 46.514591, 46.516641, 46.517999, 46.515339, 46.517135, 46.51579, 46.516459, 46.516869, 46.517983, 46.519956, 46.520506, 46.523029, 46.523893, 46.525648, 46.526403, 46.525312, 46.525067, 46.525721, 46.525763, 46.526048, 46.528092, 46.530709, 46.532344, 46.534214, 46.535451, 46.53368, 46.533698, 46.532723, 46.533953, 46.533056, 46.532344, 46.531036, 46.528665, 46.526948, 46.527111, 46.528003, 46.528396, 46.526581, 46.524186, 46.522533, 46.519784, 46.516549, 46.509646, 
46.504354, 46.501524, 46.497973, 46.496065, 46.494391, 46.484567, 46.483098, 46.481557, 46.479995, 46.479059, 46.478277, 46.476315, 46.472064, 46.469274, 46.46805, 46.467052, 46.465367, 46.464566, 46.464557, 46.465332, 46.466529, 46.466138, 46.463497, 46.462454, 46.458907, 46.4549, 46.450976, 46.448071, 46.446679, 46.444222, 46.441514, 46.438981, 46.43728, 46.4361600739049, 46.434114, 46.4341847886371, 46.434186, 46.436111, 46.437892, 46.442828, 46.44621, 46.449663, 46.452752, 46.454493, 46.460611, 
46.461289, 46.462047, 46.465445, 46.466669, 46.476298, 46.477603, 46.478442, 46.478355, 46.477729, 46.477974, 46.477556, 46.477859, 46.478195, 46.479072, 46.479437, 46.478272, 46.479329, 46.479593, 46.479109, 46.477155, 46.475565, 46.475081, 46.475853, 46.475231, 46.47176, 46.468057, 46.466807, 46.465598, 46.463632, 46.461074, 46.460099, 46.458727, 46.455581, 46.450088, 46.448963, 46.444908, 46.443735, 46.442963, 46.441513, 46.439378, 46.4387085339367, 46.438624, 46.439308, 46.43849, 46.439145, 46.445614, 
46.445205, 46.4450691375709, 46.444386, 46.442502, 46.438326, 46.434722, 46.4330225681724, 46.431528, 46.429316, 46.425548, 46.421944, 46.418667, 46.415636, 46.412112, 46.410801, 46.411686, 46.413915, 46.415636, 46.416537, 46.4177335228585, 46.42006, 46.424074, 46.426367, 46.435214, 46.443321, 46.445778, 46.449872, 46.452656, 46.454199, 46.454023476493, 46.452738, 46.452901, 46.457241, 46.463324, 46.467935, 46.470937, 46.477236, 46.481631, 46.486475, 46.489874, 46.493526, 46.494438, 46.495564, 46.495152, 
46.496871, 46.499296, 46.500122, 46.502541, 46.502907, 46.505381, 46.506164, 46.507718, 46.5092, 46.509478, 46.511904, 46.512331, 46.514987, 46.516441, 46.516154, 46.517697, 46.518852, 46.522247, 46.524874, 46.527122, 46.52895, 46.532823, 46.535965, 46.538712, 46.542709, 46.545847, 46.54719, 46.547746, 46.550161, 46.551422, 46.552456, 46.553474, 46.551928, 46.551588, 46.550591, 46.552017, 46.550149, 46.548137, 46.547303, 46.54896, 46.551164, 46.555076, 46.559453, 46.561052, 46.563194, 46.5724561838449, 
46.578035, 46.591481, 46.654008, 46.663313, 46.669475, 46.670838, 46.670976, 46.672373, 46.672935, 46.667044, 46.665303, 46.664311, 46.661818, 46.658774, 46.657256, 46.655044, 46.65436, 46.654615, 46.65532, 46.657799, 46.661412, 46.667627, 46.668882, 46.673676, 46.67699, 46.679934, 46.676776, 46.676695, 46.675233, 46.675472, 46.673515, 46.671232, 46.670335, 46.670891, 46.670579, 46.672292, 46.673678, 46.675879, 46.681179, 46.683951, 46.686885, 46.690914, 46.6901824613954, 46.504758, 46.505262, 46.505852, 
46.346576, 46.331927, 46.332403, 46.332412, 46.332522, 46.333263, 46.245785, 46.158691, 46.158618, 46.158562, 46.158723, 46.158802, 46.158592, 46.158911, 46.158814, 46.158881, 46.158994, 46.158879, 46.15905, 46.228481, 46.245857, 46.289525, 46.347553, 46.391179, 46.410493, 46.420326, 46.463909, 46.464566, 46.494808)))"
26005,"Allegan County, Michigan",B19013_001,59883,1786,"list(list(c(-86.2700774930095, -86.2644323428864, -86.261573, -86.2610980727903, -86.2499007259423, -86.24971, -86.2494356805631, -86.247722, -86.247078, -86.246404, -86.245496, -86.2451482196809, -86.244455, -86.244644, -86.242675, -86.2410726409927, -86.240642, -86.2397410340513, -86.237749, -86.23528, -86.234436, -86.231715, -86.229429, -86.228082, -86.2260372887117, -86.2259781524994, -86.225613, -86.2257386010998, -86.2261089176696, -86.2268485410196, -86.227264, -86.227991, -86.2280802157456, 
-86.228705, -86.229195, -86.22905, -86.2283056949376, -86.226638, -86.2235103367214, -86.2219732433506, -86.221973, -86.217882, -86.21602, -86.2154981648292, -86.2150260999592, -86.213836, -86.2137014031344, -86.213695, -86.21204, -86.210236, -86.208654, -86.207262, -86.206596, -86.2067586252183, -86.206834, -86.2068446186176, -86.2071130302029, -86.207121, -86.20841, -86.2084012249144, -86.208309, -86.2087866969463, -86.2092112507817, -86.176689, -86.167466, -86.166564, -86.161477, -86.153909, -86.151385, 
-86.146951, -86.142309, -86.137046, -86.126702, -86.120139, -86.116786, -86.106984, -86.097147, -86.086249, -86.081448, -86.064609, -86.062913, -86.06264, -86.052603, -86.037315, -86.018138, -85.990737, -85.98545, -85.980266, -85.97051, -85.965447, -85.960514, -85.907458, -85.906412, -85.901422, -85.873856, -85.870864, -85.861279, -85.85775, -85.841384, -85.821938, -85.782498, -85.741511, -85.727213, -85.719615, -85.682989, -85.663296, -85.644291, -85.62479, -85.604991, -85.545564, -85.545524, -85.545539, 
-85.545498, -85.54529, -85.545107, -85.544754, -85.544488, -85.544384, -85.544159, -85.54386, -85.543513, -85.543437, -85.543239, -85.543178, -85.543021, -85.543036, -85.543026, -85.543024, -85.543103, -85.543107, -85.543134, -85.543294, -85.543391, -85.543435, -85.543433, -85.543191, -85.567789, -85.608525, -85.649957, -85.660308, -85.661431, -85.669905, -85.675983, -85.686189, -85.70248, -85.753632, -85.764697, -85.77811, -85.80952, -85.809744, -85.86279, -85.879614, -85.891, -85.894982, -85.899245, 
-85.912513, -85.922846, -85.956471, -85.957154, -85.95772, -85.973054, -85.994649, -86.011619, -86.089876, -86.101553, -86.110553, -86.129175, -86.168259, -86.2255, -86.226465, -86.256033, -86.259553, -86.260189, -86.261539, -86.2738932808627, -86.2700774930095, 42.4269033510127, 42.4381814794226, 42.443894, 42.4453479666526, 42.4796281017642, 42.480212, 42.4814222896282, 42.488983, 42.490969, 42.498183, 42.503304, 42.50593256441, 42.511172, 42.517714, 42.524245, 42.5366626911758, 42.54, 42.5434216774554, 
42.550987, 42.564958, 42.568327, 42.574358, 42.578976, 42.583397, 42.5928114503543, 42.593083730817, 42.594765, 42.5959742243981, 42.5995394466139, 42.6066601692957, 42.61066, 42.614978, 42.6168913903545, 42.630291, 42.633796, 42.637693, 42.6399237550979, 42.644922, 42.6504042942399, 42.6530985734451, 42.653099, 42.659437, 42.664413, 42.6660561595558, 42.6675426019142, 42.67129, 42.6767101489584, 42.676968, 42.680204, 42.685485, 42.69209, 42.701076, 42.709536, 42.7162924628511, 42.719424, 42.7204543388917, 
42.7464986797639, 42.747272, 42.754648, 42.7553553066548, 42.762789, 42.7653023333004, 42.7675360618195, 42.768024, 42.768142, 42.768143, 42.768224, 42.768286, 42.768294, 42.768301, 42.768323, 42.768342, 42.768402, 42.768439, 42.76846, 42.768539, 42.768587, 42.768646, 42.768683, 42.768802, 42.768816, 42.768813, 42.76886, 42.768937, 42.768915, 42.768921, 42.768909, 42.768892, 42.768825, 42.768778, 42.768734, 42.767783, 42.767824, 42.767667, 42.767509, 42.767513, 42.767526, 42.767552, 42.767624, 42.767769, 
42.7682, 42.76827, 42.768252, 42.76824, 42.768186, 42.768099, 42.768224, 42.768191, 42.768257, 42.768139, 42.764938, 42.746739, 42.739523, 42.717795, 42.681428, 42.667163, 42.652785, 42.645402, 42.630868, 42.609355, 42.594812, 42.591674, 42.590905, 42.566475, 42.536477, 42.534177, 42.530737, 42.530583, 42.523318, 42.521458, 42.508836, 42.479811, 42.473658, 42.46529, 42.436173, 42.421433, 42.421395, 42.421178, 42.420963, 42.42089, 42.420892, 42.420963, 42.420975, 42.421022, 42.421024, 42.420799, 42.420715, 
42.420658, 42.420526, 42.420525, 42.420169, 42.419998, 42.419858, 42.419812, 42.419696, 42.419405, 42.419314, 42.419165, 42.418994, 42.419152, 42.419074, 42.418957, 42.418906, 42.41889, 42.418952, 42.419023, 42.4191, 42.418983, 42.419401, 42.419407, 42.419307, 42.41931, 42.419315, 42.419313, 42.4192800027482, 42.4269033510127)))"
